text    label
Subject: machine translation  i would like information for a friend about a company called global link ( globalink ? ) out of maclean , virginia . specifically , he wants to know , from a linguistics perspective , how good their machine-aided translation systems are , and whether it is likely they have the technological and linguistic expertise to develop a japanese - english module , using kanji . finally , he ( and i ) would like to know about other companies producing commercially available machine-aided translation systems , and whether any have a competitive japanese - english module . please send replies to molsen @ astrid . ling . nwu . edu and i will summarize . thank you . mari broman olsen northwestern university 	0
"Subject: they can even steal your identity !  are you being investigated ? has your personal and credit information been stolen ? has someone assumed your identity ? would you like to locate an old friend , relative , military buddy or sweetheart ? do you want to find a person 's assets to collect a debt or judgement ? would you like to check a person 's criminal record before renting them space or giving them employment ? would you like to fix up your credit bureau report , create a new identity or even disappear ? are you going to have surgery ? would you like to know how many malpractice suits have been filed against your doctor ? now you can learn all this plus much , much more with our brand new 45 page report "" internet sleuth "" ! learn the internet tools and resources that are used to investigate you , your relatives , friends , neighbors , enemies , employees or anyone else ! we will give you thousands of internet locations to look up people , credit , social security , current or past employment , driving records , criminal records , medical information , military records , addresses , phone numbers , immigration , divorce , labor and criminal laws ! we will also give you sources to find missing children and parents , hazardous waste sites , how to do freedom of information act information searches , how to do skip tracing and backround checks on prospective dates , brides or grooms , employees , renters , vendors , new clients and competitors ! you will also learn about and where to get surveillance and spy devices , private mail forwarding and annonymous email forwarding sites , search for copyrights , patents and court cases and how to make your assets untraceable ! we will show you how to get copies of credit reports , adoption databases , information on drugs , poisons and how to get your share of government programs and benefits ! can you find this information by using the internet search engines ? the answer is maybe if you get lucky and if you want to spend many hours going through 25 , 000 plus hits per subject ! we and our staff have spent hundreds of hours and many thousands of dollars compiling this information for you ! now you can have it on a silver platter for less than twenty bucks during this special email promotion ! you frequently hear over the media , television , radio , the newspapers , how personal information is being used , traded and sold over the internet . . . usually without your permission or knowledge . our report will show you how it is done ! ! ! would you like to find that old romantic flame . . . find telephone , address or email information on almost anyone . . . even unlisted phone numbers ? how about your family "" tree "" ? we will teach you how to turn years of work into hours of fun ! military ? check army , navy , air force and marine records . extensive vietnamese war records , mia info , much more ! looking for a job ? find the job you are seeking . . . even in another state or another country ! we will teach you how ! looking for a new love interest or spouse or even sex partner ? we will show you where to look for fast results ! want up-to - the-minute health and medical information ? learn how to cure fears and phoebias , the latest drugs and treatments for almost any ailment or desease from the drug companies themselves as well as from universities and the center for desease control . want to learn the most effective way to loose weight ? it 's all here in our report ! if you believe that the information compiled about you should be as available to you as to the people that compile it about you without your knowledge or permission than you must order "" the internet sleuth report "" immediately ! our "" internet sleuth report "" is normally sold by direct mail for $ 39 . 95 and will soon be in book stores for $ 29 . 95 . however , to generate publicity and "" get the word out "" we are making this 10 day email special offer of our complete 45 page report for only $ 19 . 95 plus $ 3 for shipping and handling [ total $ 22 . 95 ] . sold with our 10 day money back guarantee ! this is the biggest bargain on the internet and the information it will give to you will give you great power ! it can really change your life in a positive way . order now ! the complete 45 page "" internet sleuth report "" only $ 19 . 95 plus $ 3 shipping and handling - total $ 22 . 95 . shipped in plain wrapper by first class mail . add $ 5 for priority mail delivery . add $ 20 for overnight express ! we accept visa , mastercard , american express or discover . we can also accept your check by phone or fax . you may order by phone 9 am to 10 pm [ ny time ] by phoning [ 718 ] 287-3800 you may order by fax 24 hours per day by phoning our fax line at [ 718 ] 462-5920 . you can fax your credit card information or your check to email your order - do not hit reply on your keyboard send email to our special email address below : bernadette38 @ juno . com [ note : if you order by email and do not receive an email confirmation within 24 hours , please phone our office at 718-287 - 3800 ] you can also order by mail by sending $ 22 . 95 cash , check , money order or major credit card [ visa , mastercard , american express or discover ] to tcps , inc . 4718 18th ave . suite 135 brooklyn , ny 11204 make checks & money orders payable to tcps , inc . new york state residents please add $ 1 . 70 for sales tax the following order form is for your convenience ! use it by mail , fax or email ! . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . please ship me _ _ _ _ _ _ _ _ copies of the internet sleuth report at $ 19 . 95 each plus $ 3 . 00 for shipping and handling [ $ 22 . 95 ] signature _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ credit card # _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ exp date _ _ _ _ _ _ ship to : name _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ city _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ state _ _ _ _ _ _ _ _ _ _ _ zip _ _ _ _ _ _ _ _ area code and home phone [ ] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ fax # [ ] _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ email address _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ to remove your name from our mailing list , send us an email with remove in the subject line . this is a one time offer and you should not hear from us again ! tcps , inc . , 4718 18th ave . , suite 135 , brooklyn , ny 11204 office [ 718 ] 287-3800 fax [ 718 ] 462-5920 24 hours [ 9am to 10pm ny time ] [ c ] copyright 1998 tcps , inc . all rights reserved . "	1
"Subject: re : 3 . 408 adjuncts  re michael newman 's query and the responses : in my english "" when "" is permissable as a rel . cl . marker and c . l . baker . 1989 . english syntax . explicitly says so on p . 238 . i do n't agree that any kind of elision has taken place or that it is an adverbial clause of time . the problem if there is one is simply the collocation of the two words "" time "" and "" when "" which do n't sit comfortably together to the english ear . consider for acceptability : 1 ) i remember the first occasion when we played golf . the rejection of "" when "" in the sentence newman cites : 2 ) i do n't remember the first time when i played golf . is made not on structural or syntactic grounds but purely on the basis i suggest that "" time "" means "" when "" and thus sounds awkward . on a scale of acceptability the following sentence might lie twixt the others : 3 ) i remember the first day when i played golf . since day is less basically a word like "" time "" ( = meaning when ) we may judge this as more acceptable . "" that "" is also perhaps by choice the strongest marker in english of restrictiveness in rel . cl . and since that is what the function of these rel clauses are to restrict the "" day "" or "" time "" we prefer "" that "" in a "" formal "" sense . as to the chaining with "" and "" , i suspect that what those kinds of sentences represent are : 4 ) i remember the first day when we played golf ( delete and ) that these noisy buggers came along and ruined our game . "" and "" is effectively introducing an np that . . . not another rel cl . lloyd holliday school of education la trobe university , melbourne edulh @ lure . latrobe . edu . au "	0
"Subject: re : eskimo "" snow ""  in response to david branner , the point about eskimo snow words was not that there are supposed to be ways of describing various kinds of snow if one wants to but that there is supposedly ( acc . to the myth-makers ) a large number of distinct words with no cover terms corresponding to our 's now ' . so the example of english having lots of words for kinds of boats is not apposite because we also have cover terms like ' boat ' and 's hip ' . likewise , mongolian and horses , and so on . in this sense , west greenlandic anyway has two words , one meaning ' falling snow ' , the other ' fallen snow ' , which is exactly the same as the situation in classical greek ! ! ! ! ! "	0
"Subject: 3 . 405 languages , citation  prompted by margaret winters 's lament that students are n't being given a good historical appreciation of their subject , i picked robins 's ` short history of linguistics ' from my shelf . interestingly ` linguistics in the present century ' is the eighth and final chapter ( pp . 198 - - 233 ) . melville bell appears on 203 , along with sweet ; then comes trubetzkoy ( p . 204 ) , jespersen , hjelmslev ( 206 ) , boas , sapir , bloomfield ( 207 ) , harris ( 210 ) , hockett ( 211 ) , "" in recent years "" pike ( 212 ) , firth and malinowski ( 213 ) , halliday ( 221 ) , jakobson ( 222 ) , n . j . marr ( 225 ) ( remember him ? ) , lamb and chomsky ( 226 ) , katz and postal ( 227 ) , and that 's it ! ( the book was first published in 1967 ) . - - - john coleman "	0
"Subject: 3 . 404 chomsky citations  > date : wed , 13 may 92 12 : 48 : 37 - 0400 > from : dever @ pogo . isp . pitt . edu ( dan everett ) > > moreover , the fact that chomsky publishes more than > any other linguist ( if i am wrong , please correct me - that would be > interesting ) does n't hurt his citation index . his output is nearly > asimovian . i know of at least two other linguists whose output is as gargantuan as chomsky 's . it would be nice if someone could actually sit down and see who 's the real champion ( taking into account how long all concerned have been in the job ) . one is anna wierzbicka ( australian national university ) , the other one is pierre swiggers ( katholieke universiteit leuven ) . now , if both of them are quoted far less often than chomsky , it is not because they publish less , but because they deal with areas that for some reason or other appear to be less fashionable than "" pure autonomous syntax "" . > his influence on the field can be seen even at the level of university > administration : when a department chairperson wants to convince a > university administrator that linguistics has natural intellectual > ties to many departments , i do not think that they would drop the > names of saussure or pike rather than chomsky . agreed , by mentioning wierzbicka or swiggers , you would n't get half as far . but then again , the reason for this is the one mentioned above . > it is worth considering the possibility that many of the citations of > chomsky 's work could be due to ignorance - if he said it , or even if > we think he did , just cite him and nobody will argue ; why look for the > * original * source ? that 's hard work and laziness too often prevails . i ' ve got the distinct impression that the ignorance scenario is indeed a likely one . see for instance manning / parker in language sciences ( 1989 ; their paper on word order hierarchies , with its reference to lightfoot and chomsky ) and my reply in language sciences ( 1991 ; "" basic word order frequencies or manning / parker contra tomlin "" , pp . 79-88 ) . > date : 13 may 1992 23 : 20 edt > from : robert beard < rbeard @ flint . bucknell . edu > > > jakobson 's > and halle 's work in distinctive features also clearly superceded pre - > vious work , making it difficult to find structuralist work relevant to > what is going on today . hold it . . . in semantics , i clearly feel that structuralist work remains extremely relevant to what is going on today in linguistics . but maybe you guys will all think that what semanticists in general and this semanticist in particular is doing is entirely irrelevant . . . : - ) "	0
Subject: conference announcement  * * * * * * * * * * * * * * * * * * * * * first announcement * * * * * * * * * * * * * * * * * * * * * * groningen assembly on language acquisition 1995 university of groningen the netherlands 7 - 9 september 1995 the conference aims to bring together researchers willing to discuss the merits and constraints of different theoretical approaches to language acquisition , in particular generative linguistics , constructionism , dynamic systems modelling , and connectionism . invited speakers harald clahsen university of essex annette karmiloff - smith mrc cog dev unit london kim plunkett university of oxford luigi rizzi university of geneva paul van geert university of groningen a first call for papers and conference preregistration will appear in february 1995 . the abstracts-deadline will be april 30 , 1995 . abstracts may cover all aspects of language acquisition rela - ting to the core areas of linguistics , including phonology , morphology , syntax , semantics and the interfaces . selection of abstracts will be based on not only their quality but also their potential to contribute to the conference 's interactive objective . for further information : charlotte koster , frank wijnen gala 1995 coordinators university of groningen , dutch dept . postbus 716 9700 as groningen , the netherlands e-mail : gala95 @ let . rug . nl fax : + 31 50 634900 * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * 	0
Subject: integration and disintegration in phonological theory  dan everett 's comment on my dissertation ( as i ' ve pointed out to him ) , and by implication on how that work fits into the work of its antecedents , is misleading . dan was for some reason alluding to the fact that in the mit version of the dissertation ( though not the one that has circulated from the iulc or published by garland , which are the ones usually cited ) i mentioned in the acknowledgements that my interest in tone started with reading will leben 's 1973 dissertation : a true fact . but the dissertation itself has a chapter , the first , entirely devoted to the proposition that this work was a continuation of a discussion that has been going on in american phonology since the 1940s ! dan , i think , sees pike as the most important theoretician to cite in that period ; in my writing , i ' ve focused more on bloch , harris , and ( in my 1980 book ) on hockett , rather than pike , but this is more a matter of style and taste than anything else . [ on the same theme , i have a paper coming out ( perhaps it has come out already ) in the journal of linguistics on the genealogical connections between prosodic ( firthian ) phonology and autosegemmental phonology . ] dan has also pointed out that some of the major contributors to phonology during this period who are still very much alive and intellectual active have felt slighted by the lack of citation of their work . as i tried to suggest in my paper on firthian phonology , this is more an indictment of normal human expectations of courtesy than it is the result of people actually forgetting about these phonologists ' good , published ideas ( there is much less of that latter sin than many people wish to believe - - a point that geoff huck and i have made in a recent paper on the relation of generative semantics to current syntactic theory ) . however - - and again from a purely human point of view - - i wonder how many people , like myself , who were publishing material on nonlinear phonology in , say , its first ten years ( 1975 to 1985 ) ever received a note from one of these contributers to the literature in the 1940s and 1950s ? speaking just for myself , i am sure i would have been galvanized to have been dropped a note by . . . any of a number of linguists ; in more recent years , i ' ve had the opportunity to discuss the history of the field , in writing and in person , with a number of these linguists . but i would have been absolutely delighted to have received such a comment , a bit of mild reproof perhaps from an established contributor ( who , now , i can perceive as feeling left out ) . i never did . anyone else ? john goldsmith 	0
Subject:   make $ 3500 per week using your home computer ! put my free software in your computer . . . . . start making huge amounts of cash . . . . . without working ! ! ! ! your computer does all the work . . you get all the money ! ! ! you never have to talk to anybody ! ! just load my free software into your computer . . . and let it go . . . you will not believe how much money will come rolling in because of the efforts of your computer ! ! ! to get more information on this email me at . . manboca @ hotmail . com 	1
Subject: forensic linguistics conference  international association of forensic linguists second international conference to be held at mary white college , university of new england armidale , new south wales , australia from 9-12 july 1995 . call for abstracts papers are called for from members of the international association of forensic linguists and others whose work involves them in any of iafl 's aims , or more broadly in any areas of language and the law . ( if you need more info about iafl 's aims contact one of the people listed towards the end of this message . ) members are keen to communicate with professionals and scholars in related disciplines who also work on aspects of language and the law . prospective paper-givers are invited to submit a half-page abstract , along with a brief biography that includes professional background and interests . deadline for submission of abstracts is february 3rd 1995 send abstracts to : diana eades , iafl conference co - ordinator , linguistics dept , university of new england , armidale nsw 2351 , australia email : deades @ metz . une . edu . au registration information registration fee : member $ a125 non - member $ a150 student $ a100 early bird discount $ a20 off if you register before april 12th 1995 . registration includes : * attendance at all sessions * abstracts booklet * morning and afternoon teas and lunches on monday tuesday and wednesday * reception on sunday evening * conference satchel * excursion to dangars falls registration below is the registration form . please do not email this form . you can print it out and send it by airmail to the address below ( or you can ask for a hardcopy by emailing diana eades ) registration form mr / mrs / ms / miss / dr / ass prof / prof ( please circle ) male / female ( please circle ) first name : surname : institution : address : suburb : state : postcode : country : email : tel : fax : accommodation please organise accommodation for me on the following nights : 8th [ ] 9th [ ] 10th [ ] 11th [ ] 12th [ ] 13th [ ] in mary white college ( $ a43 . 00 per night includes accommodation , breakfast and dinner ) off campus accommodation those staying off campus will need a vehicle to get to the conference venue . in caravan park ( accommodation only ) caravan $ a30 single $ a32 double fully self contained , heated ensuite cabin $ a44 single $ a46 double in motel ( approximate single or double accommodation only ) $ a60 per night $ a70 per night yes , i am interested in attending the pre-conference tour to dorrigo national park on sunday 9th july from 10 . 00am - 5 . 00pm at approximately $ a20 per person , and would have . . . . . . . . . . . person / s with me all registration forms must be received by 12th june 1995 ( early bird discount registration closes 12th april 1995 ) do not email this form . send it by airmail to the address below enclosed is a cheque / money order or charge my bankcard / mastercard ( delete one ) _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ expiry date : _ _ _ _ / _ _ _ _ name on card : _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ registration : $ . . . . . . . . . . . . . . . . . . . . . . accommodation : $ . . . . . . . . . . . . . . . . . . . . . . conference dinner $ . . . . . . . . . . . . . . . . . . . . . . earlybird discount : minus $ a20 ( if posting before 12th april ) total : $ please make cheques payable to university of new england . return completed registration form to : marketing executive , new england conference management , university of new england , armidale nsw 2351 we are unable to accept registration by email , send it by airmail please . further information for further information please contact the conference co-ordinator , diana eades , linguistics department , university of new england , tel : 61 67 73 3185 fax : 61 67 73 3735 email : deades @ metz . une . edu . au for administrative or accommodation enquiries , contact gabrielle aldridge at new england conference management , tel : 61 67 73 3370 fax : 61 67 71 1713 for further information about iafl and membership queries , contact diana eades ( address above ) or sue blackwell , school of english , university of birmingham , edgbaston , birmingham , b15 2tt , uk email : blackwellsa @ vms1 . bham . ac . uk or jeffrey kaplan , dept of linguistics , san diego state university , san diego , ca 92182 , usa . email : jkaplan @ sciences . sdsu . edu important dates abstracts due 3 feb notification of acceptance of abstracts 15th march earlybird registrations due 12th april registration deadline 12th june . hfraser @ metz . une . edu . au ( 129 . 180 . 4 . 1 ) helen fraser ( dr ) dept of linguistics university of new england armidale nsw 2351 australia phone 067 73 2128 / 3189 fax 067 73 3735 	0
